SubscriptionMonth,Country,Hackerspace,TrackName,ProductScheduleStandardized,StudentGender,Industry,AgeGroup,ExperienceLevel,ChurnFlag,TotalSubscriptions,AvgProgress,TotalDiplomas,AvgExperience,DiplomaRate
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Design,35-49,Mid-Level,Active / In Progress,1,97.06,0,4.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Management,18-24,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Management,25-34,Junior,Completed,2,99.265,2,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Management,35-49,Mid-Level,Completed,2,100.0,2,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Management,35-49,No Experience,Active / In Progress,1,26.87,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Operations,25-34,No Experience,Completed,1,98.53,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Research And Development,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Sales,25-34,No Experience,Completed,2,98.53,2,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Unknown,25-34,No Experience,Completed,2,100.0,2,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Unknown,Management,35-49,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Management,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Management,25-34,Junior,Likely Churned,1,21.49,0,2.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Research And Development,25-34,Junior,Completed,1,98.37,1,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Engineering And Technology,35-49,Mid-Level,Completed,1,96.26,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Management,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Management,35-49,Mid-Level,Completed,1,98.37,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Sales,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Python Essentials*,Code Schedule,Female,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Python Essentials*,Code Schedule,Male,Management,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Python Essentials*,Code Schedule,Male,Management,35-49,Mid-Level,Active / In Progress,1,33.09,0,4.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Python Essentials*,Code Schedule,Male,Operations,18-24,No Experience,Active / In Progress,1,33.09,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Female,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Female,Sales,25-34,Junior,Completed,1,99.78,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Design,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Engineering And Technology,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,25-34,Junior,Completed,3,99.85333333333334,3,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,25-34,Mid-Level,Completed,1,99.12,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,35-49,Mid-Level,Completed,1,99.78,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Operations,18-24,Mid-Level,Completed,1,99.78,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Operations,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Sales,18-24,Junior,Completed,1,99.78,1,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Sales,18-24,No Experience,Completed,2,100.0,2,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Sales,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Sales,25-34,Mid-Level,Completed,1,99.78,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Female,Engineering And Technology,25-34,Junior,Completed,1,99.56,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Female,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Female,Management,35-49,Mid-Level,Completed,1,99.78,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Male,Engineering And Technology,25-34,Mid-Level,Completed,1,99.78,1,4.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Male,Management,25-34,Junior,Completed,1,99.78,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Male,Sales,18-24,No Experience,Completed,2,100.0,2,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Software Developer Bootcamp*,Morning,Male,Sales,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Female,Management,18-24,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Female,Management,25-34,Junior,Completed,2,100.0,2,1.5,1.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Female,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Design,25-34,No Experience,Likely Churned,1,18.67,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Operations,18-24,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Operations,18-24,Mid-Level,Likely Churned,1,18.67,0,4.0,0.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Research And Development,18-24,No Experience,Active / In Progress,1,28.0,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Sales,18-24,Junior,Active / In Progress,1,100.0,0,1.0,0.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,UX & UI Design*,Code Schedule,Male,Sales,25-34,No Experience,Completed,1,96.1,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Female,Management,18-24,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Female,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Female,Sales,25-34,Junior,Completed,1,95.0,1,2.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Male,Operations,18-24,No Experience,Active / In Progress,2,34.455,0,0.0,0.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Male,Operations,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Male,Operations,Unknown,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Nigeria,Yaba Hackerspace,Web Development Essentials*,Code Schedule,Male,Sales,25-34,No Experience,Completed,2,100.0,2,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,98.53,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,Unknown,No Experience,Active / In Progress,1,25.37,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Operations,18-24,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Data Scientist Bootcamp*,Morning,Female,Management,25-34,No Experience,Completed,1,99.16,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Data Scientist Bootcamp*,Morning,Male,Engineering And Technology,25-34,No Experience,Completed,1,99.16,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Data Scientist Bootcamp*,Morning,Male,Management,18-24,No Experience,Completed,1,99.16,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Data Scientist Bootcamp*,Morning,Male,Management,25-34,Junior,Completed,1,99.72,1,2.0,1.0
2024-04,Senegal,Point E Hackerspace,Data Scientist Bootcamp*,Morning,Male,Research And Development,25-34,No Experience,Completed,1,99.16,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Management,25-34,Junior,Active / In Progress,1,100.0,0,2.0,0.0
2024-04,Senegal,Point E Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Management,35-49,No Experience,Likely Churned,1,20.0,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Senegal,Point E Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Research And Development,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Python Essentials*,Code Schedule,Female,Engineering And Technology,25-34,No Experience,Completed,1,99.28,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Python Essentials*,Code Schedule,Male,Design,50+,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Python Essentials*,Code Schedule,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Python Essentials*,Code Schedule,Male,Unknown,35-49,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Engineering And Technology,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Engineering And Technology,Unknown,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Management,Unknown,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Research And Development,25-34,No Experience,Active / In Progress,1,45.28,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Research And Development,35-49,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Likely Churned,1,23.53,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Sales,35-49,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Senegal,Point E Hackerspace,Social Media Marketing Essentials*,Code Schedule,Unknown,Engineering And Technology,25-34,No Experience,Active / In Progress,1,25.49,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Engineering And Technology,18-24,No Experience,Active / In Progress,1,70.02,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,Unknown,No Experience,Active / In Progress,1,87.17,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Female,Engineering And Technology,18-24,Junior,Completed,1,95.0,1,2.0,1.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Female,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Active / In Progress,1,95.0,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,25-34,No Experience,Completed,1,95.0,1,0.0,1.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Male,Management,25-34,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Male,Research And Development,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Senegal,Point E Hackerspace,Web Development Essentials*,Code Schedule,Male,Research And Development,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Senegal Online Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Sales,25-34,Mid-Level,Active / In Progress,1,95.04,0,4.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Research And Development,18-24,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Senegal,Senegal Online Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Research And Development,25-34,Mid-Level,Active / In Progress,1,56.67,0,3.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Unknown,25-34,Junior,Active / In Progress,1,99.18,0,2.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Unknown,Management,25-34,Junior,Active / In Progress,1,98.13,0,2.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Python Essentials*,Code Schedule,Unknown,Unknown,Unknown,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Marketing,Unknown,No Experience,Active / In Progress,1,25.49,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Software Developer Bootcamp*,Night,Male,Engineering And Technology,18-24,No Experience,Likely Churned,1,12.66,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Software Developer Bootcamp*,Night,Male,Engineering And Technology,25-34,Junior,Active / In Progress,1,100.0,0,2.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Software Developer Bootcamp*,Night,Male,Management,18-24,No Experience,Active / In Progress,1,99.34,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Software Developer Bootcamp*,Night,Male,Research And Development,35-49,Mid-Level,Active / In Progress,1,99.78,0,3.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,UX & UI Design*,Code Schedule,Female,Research And Development,25-34,No Experience,Likely Churned,1,14.67,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,UX & UI Design*,Code Schedule,Male,Management,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-04,Senegal,Senegal Online Hackerspace,Web Development Essentials*,Code Schedule,Male,Design,25-34,No Experience,Active / In Progress,1,95.0,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Web Development Essentials*,Code Schedule,Male,Design,25-34,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,25-34,No Experience,Active / In Progress,1,95.04,0,0.0,0.0
2024-04,Senegal,Senegal Online Hackerspace,Web Development Essentials*,Code Schedule,Male,Sales,35-49,Mid-Level,Active / In Progress,1,31.93,0,4.0,0.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Female,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Female,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Design,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Design,Unknown,Mid-Level,Completed,1,98.53,1,3.0,1.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Senegal,Yoff Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Web Development Essentials*,Code Schedule,Male,Design,25-34,Mid-Level,Active / In Progress,1,79.17,0,3.0,0.0
2024-04,Senegal,Yoff Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Web Development Essentials*,Code Schedule,Male,Management,35-49,Mid-Level,Active / In Progress,1,55.83,0,4.0,0.0
2024-04,Senegal,Yoff Hackerspace,Web Development Essentials*,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Senegal,Yoff Hackerspace,Web Development Essentials*,Code Schedule,Male,Sales,35-49,No Experience,Active / In Progress,1,74.17,0,0.0,0.0
2024-04,Tunisia,El Menzah Hackerspace,Python Essentials*,Code Schedule,Male,Design,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Python Essentials*,Code Schedule,Male,Design,Under 18,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Python Essentials*,Code Schedule,Male,Operations,Under 18,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Python Essentials*,Code Schedule,Unknown,Operations,Under 18,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Research And Development,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Management,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Management,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Research And Development,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Research And Development,35-49,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Unity for Kids,Kids,Male,Marketing,Under 18,No Experience,Active / In Progress,1,77.78,0,0.0,0.0
2024-04,Tunisia,El Menzah Hackerspace,Unity for Kids,Kids,Male,Marketing,Under 18,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,El Menzah Hackerspace,Unity for Kids,Kids,Male,Operations,Under 18,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Tunisia,Gabes Hackerspace,Software Developer Bootcamp*,Morning,Male,Research And Development,Unknown,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-04,Tunisia,Gabes Hackerspace,Software Developer Bootcamp*,Morning,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Sfax Hackerspace,Web Development Essentials*,Code Schedule,Male,Design,25-34,Junior,Active / In Progress,1,29.41,0,1.0,0.0
2024-04,Tunisia,Sousse Hackerspace,Unity for Kids,Kids,Male,Finance And Accounting And Legal,Under 18,No Experience,Active / In Progress,2,91.66499999999999,0,0.0,0.0
2024-04,Tunisia,Tataouine Hackerspace,Unity for Kids,Other,Female,Finance And Accounting And Legal,Under 18,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tataouine Hackerspace,Unity for Kids,Other,Female,Marketing,Under 18,No Experience,Completed,2,100.0,2,0.0,1.0
2024-04,Tunisia,Tataouine Hackerspace,Unity for Kids,Other,Male,Marketing,Under 18,No Experience,Completed,4,100.0,4,0.0,1.0
2024-04,Tunisia,Tunis Bardo Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Unknown,Unknown,Unknown,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-04,Tunisia,Tunis Bardo Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Design,18-24,Junior,Completed,1,100.0,1,1.0,1.0
2024-04,Tunisia,Tunis Bardo Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Research And Development,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis Boumhel Hackerspace,Software Developer Bootcamp*,Morning,Female,Research And Development,35-49,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-04,Tunisia,Tunis Boumhel Hackerspace,Software Developer Bootcamp*,Morning,Male,Marketing,18-24,No Experience,Active / In Progress,1,54.65,0,0.0,0.0
2024-04,Tunisia,Tunis Boumhel Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis Boumhel Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,35-49,Junior,Completed,1,100.0,1,2.0,1.0
2024-04,Tunisia,Tunis Downtown Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Female,Unknown,25-34,Junior,Active / In Progress,1,96.3,0,1.0,0.0
2024-04,Tunisia,Tunis Downtown Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Male,Research And Development,25-34,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-04,Tunisia,Tunis Downtown Hackerspace,Web Development Essentials*,Code Schedule,Male,Management,25-34,No Experience,Completed,1,95.0,1,0.0,1.0
2024-04,Tunisia,Tunis Downtown Hackerspace,Web Development Essentials*,Code Schedule,Unknown,Engineering And Technology,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis El Mourouj Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Research And Development,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis El Mourouj Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Research And Development,35-49,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-04,Tunisia,Tunis El Mourouj Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis Lac Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Design,18-24,Junior,Completed,1,98.53,1,2.0,1.0
2024-04,Tunisia,Tunis Lac Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Design,25-34,Mid-Level,Completed,1,98.55,1,3.0,1.0
2024-04,Tunisia,Tunis Lac Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Marketing,Under 18,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis Lac Hackerspace,Cybersecurity - Comptia Security + Certified,Full Day,Male,Design,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-04,Tunisia,Tunis Lac Hackerspace,Cybersecurity - Comptia Security + Certified,Full Day,Male,Design,35-49,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-04,Tunisia,Tunis Lac Hackerspace,Cybersecurity - Comptia Security + Certified,Full Day,Male,Engineering And Technology,25-34,No Experience,Likely Churned,1,16.42,0,0.0,0.0
